ORF_ID	Contig	Start	Stop	Orientation	Cut_Off	Pass_Bitscore	Best_Hit_Bitscore	Best_Hit_ARO	Best_Identities	ARO	Model_type	SNPs_in_Best_Hit_ARO	Other_SNPs	Drug Class	Resistance Mechanism	AMR Gene Family	Percentage Length of Reference Sequence	ID	Model_ID	Nudged	Note	Hit_Start	Hit_End	Antibiotic	AST_Source
k141_307085_2 # 640 # 1491 # -1 # ID=261_2;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.460	k141_307085	640	1491	-	Strict	50	139.8	vanY gene in vanB cluster	40.67	3002956	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	105.60	gnl|BL_ORD_ID|603|hsp_num:0	556			201	792	vancomycin	
k141_2450_4 # 3236 # 4375 # -1 # ID=3393_4;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.682	k141_2450	3236	4375	-	Strict	175	190.3	vanT gene in vanG cluster	31.4	3002972	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	53.23	gnl|BL_ORD_ID|1523|hsp_num:0	1561			1044	2118	vancomycin	
k141_360790_2 # 1608 # 3083 # 1 # ID=3707_2;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=5bp;gc_cont=0.400	k141_360790	1608	3083	+	Perfect	950	941.4	msrE	100.0	3003109	protein homolog model	n/a	n/a	macrolide antibiotic; streptogramin antibiotic	antibiotic target protection	msr-type ABC-F protein	100.00	gnl|BL_ORD_ID|28|hsp_num:0	33			0	1473	erythromycin	
k141_360790_3 # 3139 # 4023 # 1 # ID=3707_3;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=12bp;gc_cont=0.365	k141_360790	3139	4023	+	Perfect	500	587.8	mphE	100.0	3003741	protein homolog model	n/a	n/a	macrolide antibiotic	antibiotic inactivation	macrolide phosphotransferase (MPH)	100.00	gnl|BL_ORD_ID|2688|hsp_num:0	2614			0	882	erythromycin	
k141_360790_5 # 5083 # 5427 # 1 # ID=3707_5;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.330	k141_360790	5083	5427	+	Strict	75	98.6	qacG	48.08	3007015	protein homolog model	n/a	n/a	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	106.54	gnl|BL_ORD_ID|4662|hsp_num:0	5731			6	318	benzalkonium chloride	
k141_5156_1 # 1 # 1050 # 1 # ID=6954_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.647	k141_5156	1	1050	+	Strict	50	67.8	vanW gene in vanI cluster	28.57	3003724	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	93.57	gnl|BL_ORD_ID|4747|hsp_num:0	2242			417	996	vancomycin; teicoplanin	
k141_108503_4 # 1177 # 3051 # -1 # ID=8173_4;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.570	k141_108503	1177	3051	-	Strict	50	102.8	vanW gene in vanI cluster	30.95	3003724	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	167.29	gnl|BL_ORD_ID|4747|hsp_num:0	2242			447	1023	vancomycin; teicoplanin	
k141_313077_1 # 2 # 1327 # 1 # ID=8725_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.380	k141_313077	2	1327	+	Strict	175	198.0	vanT gene in vanG cluster	34.86	3002972	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	61.94	gnl|BL_ORD_ID|1523|hsp_num:0	1561			1032	2118	vancomycin	
k141_210865_8 # 5448 # 6266 # -1 # ID=8845_8;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.708	k141_210865	5448	6266	-	Strict	50	54.7	vanY gene in vanM cluster	30.15	3002961	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	116.74	gnl|BL_ORD_ID|1674|hsp_num:0	1713			108	474	vancomycin; teicoplanin	
k141_262281_3 # 914 # 1237 # 1 # ID=9063_3;partial=01;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.321	k141_262281	914	1237	+	Strict	50	56.6	vanW gene in vanB cluster	42.19	3002964	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	39.27	gnl|BL_ORD_ID|4679|hsp_num:0	1036			105	297	vancomycin	
