ORF_ID	Contig	Start	Stop	Orientation	Cut_Off	Pass_Bitscore	Best_Hit_Bitscore	Best_Hit_ARO	Best_Identities	ARO	Model_type	SNPs_in_Best_Hit_ARO	Other_SNPs	Drug Class	Resistance Mechanism	AMR Gene Family	Percentage Length of Reference Sequence	ID	Model_ID	Nudged	Note	Hit_Start	Hit_End	Antibiotic	AST_Source
k141_803_5 # 2831 # 3151 # 1 # ID=250_5;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.305	k141_803	2831	3151	+	Strict	75	83.6	qacG	44.0	3007015	protein homolog model	n/a	n/a	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	99.07	gnl|BL_ORD_ID|4662|hsp_num:0	5731			6	306	benzalkonium chloride	
k141_1019_21 # 21197 # 24358 # 1 # ID=336_21;partial=00;start_type=TTG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.373	k141_1019	21197	24358	+	Strict	750	780.4	adeF	42.76	3000777	protein homolog model	n/a	n/a	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	99.43	gnl|BL_ORD_ID|133|hsp_num:0	153			6	3120	tetracycline	
k141_1481_3 # 793 # 1656 # -1 # ID=486_3;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.343	k141_1481	793	1656	-	Strict	500	523.1	ESP-1	88.15	3003717	protein homolog model	n/a	n/a	carbapenem	antibiotic inactivation	ESP beta-lactamase	98.97	gnl|BL_ORD_ID|2030|hsp_num:0	2232			0	861		
k141_1667177_2 # 1077 # 2291 # 1 # ID=710_2;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.584	k141_1667177	1077	2291	+	Strict	750	750.4	floR	99.5	3002705	protein homolog model	n/a	n/a	phenicol antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	gnl|BL_ORD_ID|2312|hsp_num:0	522			0	1212	chloramphenicol; florfenicol	
k141_2509_3 # 511 # 1446 # -1 # ID=823_3;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.472	k141_2509	511	1446	-	Strict	50	132.1	vanY gene in vanF cluster	32.39	3002958	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	106.14	gnl|BL_ORD_ID|1809|hsp_num:0	1899			156	867	vancomycin	
k141_2877_1 # 1 # 855 # 1 # ID=958_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.574	k141_2877	1	855	+	Strict	500	500.7	CTX-M-95	91.52	3001955	protein homolog model	n/a	n/a	cephalosporin	antibiotic inactivation	CTX-M beta-lactamase	97.59	gnl|BL_ORD_ID|1492|hsp_num:0	1627			21	870		
k141_1668155_2 # 515 # 751 # 1 # ID=1035_2;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.553	k141_1668155	515	751	+	Perfect	150	165.6	dfrB5	100.0	3004549	protein homolog model	n/a	n/a	diaminopyrimidine antibiotic	antibiotic target replacement	trimethoprim resistant dihydrofolate reductase dfr	100.00	gnl|BL_ORD_ID|2705|hsp_num:0	3257			0	234	trimethoprim	
k141_1668155_3 # 881 # 1435 # 1 # ID=1035_3;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.578	k141_1668155	881	1435	+	Perfect	275	389.0	AAC(6')-IIa	100.0	3002594	protein homolog model	n/a	n/a	aminoglycoside antibiotic	antibiotic inactivation	AAC(6')	100.00	gnl|BL_ORD_ID|1530|hsp_num:0	1657			0	552	dibekacin; sisomicin; netilmicin; tobramycin; 2'-N-ethylnetilmicin; 5-episisomicin; gentamicin	
k141_5881_4 # 865 # 2628 # -1 # ID=2035_4;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.512	k141_5881	865	2628	-	Strict	650	775.8	EreA	98.02	3000361	protein homolog model	n/a	n/a	macrolide antibiotic	antibiotic inactivation	macrolide esterase	144.58	gnl|BL_ORD_ID|918|hsp_num:0	991			0	1212	erythromycin; roxithromycin; clarithromycin	
k141_5881_5 # 2821 # 3444 # -1 # ID=2035_5;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.380	k141_5881	2821	3444	-	Strict	300	317.8	dfrA32	99.36	3004555	protein homolog model	n/a	n/a	diaminopyrimidine antibiotic	antibiotic target replacement	trimethoprim resistant dihydrofolate reductase dfr	131.85	gnl|BL_ORD_ID|2710|hsp_num:0	3263			0	471	trimethoprim	
