ORF_ID	Contig	Start	Stop	Orientation	Cut_Off	Pass_Bitscore	Best_Hit_Bitscore	Best_Hit_ARO	Best_Identities	ARO	Model_type	SNPs_in_Best_Hit_ARO	Other_SNPs	Drug Class	Resistance Mechanism	AMR Gene Family	Percentage Length of Reference Sequence	ID	Model_ID	Nudged	Note	Hit_Start	Hit_End	Antibiotic	AST_Source
k141_1344787_5 # 1648 # 3531 # 1 # ID=260_5;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.460	k141_1344787	1648	3531	+	Strict	50	84.7	vanY gene in vanB cluster	43.09	3002956	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	233.96	gnl|BL_ORD_ID|603|hsp_num:0	556			426	789	vancomycin	
k141_2461_3 # 1533 # 2294 # -1 # ID=971_3;partial=00;start_type=GTG;rbs_motif=TAA;rbs_spacer=8bp;gc_cont=0.356	k141_2461	1533	2294	-	Strict	50	102.8	vanY gene in vanB cluster	34.8	3002956	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	94.40	gnl|BL_ORD_ID|603|hsp_num:0	556			210	789	vancomycin	
k141_1349877_1 # 1 # 3006 # -1 # ID=1884_1;partial=10;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.632	k141_1349877	1	3006	-	Strict	750	839.0	adeF	46.61	3000777	protein homolog model	n/a	n/a	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	94.62	gnl|BL_ORD_ID|133|hsp_num:0	153			6	3045	tetracycline	
k141_1351206_4 # 2112 # 2492 # -1 # ID=2335_4;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.472	k141_1351206	2112	2492	-	Strict	230	242.3	marA	93.55	3000263	protein homolog model	n/a	n/a	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic efflux; reduced permeability to antibiotic	resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	99.21	gnl|BL_ORD_ID|1773|hsp_num:0	1922			0	372	tigecycline; tetracycline; rifampin; chloramphenicol; ampicillin; cefalotin; triclosan	
k141_1354806_21 # 15355 # 16431 # 1 # ID=3475_21;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.333	k141_1354806	15355	16431	+	Strict	175	181.8	vanT gene in vanG cluster	32.52	3002972	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	50.28	gnl|BL_ORD_ID|1523|hsp_num:0	1561			1035	2127	vancomycin	
k141_10874_3 # 3042 # 3830 # 1 # ID=4186_3;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.445	k141_10874	3042	3830	+	Strict	400	516.2	aadA27	99.24	3004682	protein homolog model	n/a	n/a	aminoglycoside antibiotic	antibiotic inactivation	ANT(3'')	100.00	gnl|BL_ORD_ID|2242|hsp_num:0	3381			0	786	spectinomycin; streptomycin	
k141_13222_4 # 1839 # 2729 # -1 # ID=5031_4;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=12bp;gc_cont=0.485	k141_13222	1839	2729	-	Strict	575	585.1	CblA-1	99.66	3002999	protein homolog model	n/a	n/a	cephalosporin	antibiotic inactivation	CblA beta-lactamase	100.00	gnl|BL_ORD_ID|1|hsp_num:0	2			0	888	cephaloridine	
k141_13222_5 # 2867 # 5980 # -1 # ID=5031_5;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=11bp;gc_cont=0.531	k141_13222	2867	5980	-	Strict	750	792.0	adeF	42.65	3000777	protein homolog model	n/a	n/a	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	97.92	gnl|BL_ORD_ID|133|hsp_num:0	153			9	3120	tetracycline	
k141_14122_1 # 385 # 2310 # 1 # ID=5318_1;partial=00;start_type=ATG;rbs_motif=TATAA;rbs_spacer=12bp;gc_cont=0.381	k141_14122	385	2310	+	Strict	300	1138.6	tet(Q)	89.08	3000191	protein homolog model	n/a	n/a	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	97.56	gnl|BL_ORD_ID|1220|hsp_num:0	1183			48	1971	tetracycline; doxycycline; minocycline; chlortetracycline; demeclocycline; oxytetracycline	
k141_16662_4 # 2298 # 5426 # -1 # ID=6182_4;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.297	k141_16662	2298	5426	-	Strict	750	839.0	adeF	45.44	3000777	protein homolog model	n/a	n/a	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	98.39	gnl|BL_ORD_ID|133|hsp_num:0	153			9	3120	tetracycline	
