ORF_ID	Contig	Start	Stop	Orientation	Cut_Off	Pass_Bitscore	Best_Hit_Bitscore	Best_Hit_ARO	Best_Identities	ARO	Model_type	SNPs_in_Best_Hit_ARO	Other_SNPs	Drug Class	Resistance Mechanism	AMR Gene Family	Percentage Length of Reference Sequence	ID	Model_ID	Nudged	Note	Hit_Start	Hit_End	Antibiotic	AST_Source
k141_317816_2 # 825 # 2114 # 1 # ID=861_2;partial=01;start_type=ATG;rbs_motif=ATA;rbs_spacer=4bp;gc_cont=0.459	k141_317816	825	2114	+	Strict	50	91.7	vanW gene in vanI cluster	33.54	3003724	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	115.28	gnl|BL_ORD_ID|4747|hsp_num:0	2242			549	1002	vancomycin; teicoplanin	
k141_951793_72 # 75583 # 76701 # -1 # ID=1035_72;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.540	k141_951793	75583	76701	-	Strict	175	184.1	vanT gene in vanG cluster	30.89	3002972	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	52.25	gnl|BL_ORD_ID|1523|hsp_num:0	1561			1032	2106	vancomycin	
k141_952624_15 # 16189 # 16518 # -1 # ID=1929_15;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.527	k141_952624	16189	16518	-	Strict	75	107.8	qacG	47.17	3007015	protein homolog model	n/a	n/a	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	101.87	gnl|BL_ORD_ID|4662|hsp_num:0	5731			0	318	benzalkonium chloride	
k141_636614_3 # 2615 # 5107 # 1 # ID=2557_3;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.298	k141_636614	2615	5107	+	Strict	175	199.1	vanT gene in vanG cluster	34.22	3002972	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	116.57	gnl|BL_ORD_ID|1523|hsp_num:0	1561			1023	2118	vancomycin	
k141_953233_3 # 1898 # 2311 # 1 # ID=2617_3;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.466	k141_953233	1898	2311	+	Perfect	240	258.1	H-NS	100.0	3000676	protein homolog model	n/a	n/a	macrolide antibiotic; fluoroquinolone antibiotic; cephalosporin; cephamycin; penam; tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	gnl|BL_ORD_ID|1145|hsp_num:0	1248			0	411	erythromycin; cloxacillin; ciprofloxacin; tetracycline; oxacillin; norfloxacin	
k141_319733_1 # 3 # 953 # -1 # ID=2976_1;partial=10;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.467	k141_319733	3	953	-	Strict	175	175.6	vanT gene in vanG cluster	36.39	3002972	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	44.52	gnl|BL_ORD_ID|1523|hsp_num:0	1561			1035	1959	vancomycin	
k141_637508_2 # 685 # 1923 # 1 # ID=3492_2;partial=00;start_type=GTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.787	k141_637508	685	1923	+	Strict	50	66.6	vanY gene in vanB cluster	35.61	3002956	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	153.73	gnl|BL_ORD_ID|603|hsp_num:0	556			339	732	vancomycin	
k141_320593_55 # 33773 # 34867 # 1 # ID=3930_55;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.389	k141_320593	33773	34867	+	Strict	175	201.4	vanT gene in vanG cluster	35.44	3002972	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	51.12	gnl|BL_ORD_ID|1523|hsp_num:0	1561			1032	2106	vancomycin	
k141_954544_2 # 746 # 1537 # -1 # ID=4079_2;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.588	k141_954544	746	1537	-	Strict	50	90.5	vanW gene in vanI cluster	35.79	3003724	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	70.51	gnl|BL_ORD_ID|4747|hsp_num:0	2242			543	1083	vancomycin; teicoplanin	
k141_321015_2 # 1203 # 2165 # 1 # ID=4389_2;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=6bp;gc_cont=0.360	k141_321015	1203	2165	+	Strict	600	616.7	CfxA6	99.38	3003097	protein homolog model	n/a	n/a	cephamycin	antibiotic inactivation	CfxA beta-lactamase	96.68	gnl|BL_ORD_ID|241|hsp_num:0	268			33	993		
k141_321201_15 # 13451 # 14350 # 1 # ID=4634_15;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.310	k141_321201	13451	14350	+	Strict	50	76.3	vanY gene in vanM cluster	30.77	3002961	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	128.33	gnl|BL_ORD_ID|1674|hsp_num:0	1713			123	513	vancomycin; teicoplanin	
k141_321244_7 # 4950 # 8054 # -1 # ID=4671_7;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.514	k141_321244	4950	8054	-	Strict	1900	1941.0	AcrF	99.81	3000502	protein homolog model	n/a	n/a	fluoroquinolone antibiotic; cephalosporin; cephamycin; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	gnl|BL_ORD_ID|1354|hsp_num:0	1437			0	3102	ciprofloxacin	
k141_321244_8 # 8066 # 9223 # -1 # ID=4671_8;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.523	k141_321244	8066	9223	-	Perfect	675	735.3	AcrE	100.0	3000499	protein homolog model	n/a	n/a	fluoroquinolone antibiotic; cephalosporin; cephamycin; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	gnl|BL_ORD_ID|1355|hsp_num:0	1445			0	1155	ciprofloxacin	
k141_321244_9 # 9622 # 10284 # 1 # ID=4671_9;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.442	k141_321244	9622	10284	+	Perfect	380	438.7	AcrS	100.0	3000656	protein homolog model	n/a	n/a	fluoroquinolone antibiotic; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	gnl|BL_ORD_ID|602|hsp_num:0	520			0	660	tigecycline; ciprofloxacin; tetracycline; rifampin; chloramphenicol; ampicillin; cefalotin; triclosan	
k141_3877_1 # 1 # 420 # 1 # ID=4837_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.405	k141_3877	1	420	+	Strict	50	66.6	vanY gene in vanA cluster	34.51	3002955	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	45.87	gnl|BL_ORD_ID|4668|hsp_num:0	89			396	696	vancomycin; teicoplanin	
k141_955174_4 # 2521 # 3645 # 1 # ID=4875_4;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.535	k141_955174	2521	3645	+	Strict	175	192.6	vanT gene in vanG cluster	32.14	3002972	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	52.53	gnl|BL_ORD_ID|1523|hsp_num:0	1561			1029	2106	vancomycin	
k141_639240_3 # 892 # 2091 # 1 # ID=5479_3;partial=00;start_type=GTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.635	k141_639240	892	2091	+	Strict	700	749.6	tet(A)	98.97	3000165	protein homolog model	n/a	n/a	tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	94.10	gnl|BL_ORD_ID|1793|hsp_num:0	1808			75	1245	tetracycline	
k141_4562_2 # 348 # 1181 # -1 # ID=5516_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.302	k141_4562	348	1181	-	Strict	50	62.8	vanY gene in vanB cluster	27.59	3002956	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	103.36	gnl|BL_ORD_ID|603|hsp_num:0	556			354	747	vancomycin	
k141_955704_1 # 3 # 1067 # 1 # ID=5619_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.375	k141_955704	3	1067	+	Strict	50	96.7	vanW gene in vanI cluster	37.96	3003724	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	94.91	gnl|BL_ORD_ID|4747|hsp_num:0	2242			603	1002	vancomycin; teicoplanin	
k141_4850_9 # 9034 # 10179 # 1 # ID=5873_9;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.342	k141_4850	9034	10179	+	Strict	175	188.0	vanT gene in vanG cluster	32.15	3002972	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	53.51	gnl|BL_ORD_ID|1523|hsp_num:0	1561			1029	2106	vancomycin	
k141_956442_18 # 20380 # 21573 # 1 # ID=6495_18;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.537	k141_956442	20380	21573	+	Strict	670	749.2	Escherichia coli acrA	99.75	3004043	protein homolog model	n/a	n/a	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	gnl|BL_ORD_ID|2322|hsp_num:0	2661			0	1191	tigecycline; tetracycline; rifampin; chloramphenicol; ampicillin; cefalotin; triclosan	
k141_956442_19 # 21596 # 24745 # 1 # ID=6495_19;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.574	k141_956442	21596	24745	+	Strict	750	750.4	adeF	42.22	3000777	protein homolog model	n/a	n/a	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	99.06	gnl|BL_ORD_ID|133|hsp_num:0	153			15	3105	tetracycline	
k141_641448_9 # 6248 # 7048 # -1 # ID=7861_9;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.438	k141_641448	6248	7048	-	Strict	50	55.1	vanY gene in vanA cluster	28.68	3002955	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	87.79	gnl|BL_ORD_ID|4668|hsp_num:0	89			318	663	vancomycin; teicoplanin	
