ORF_ID	Contig	Start	Stop	Orientation	Cut_Off	Pass_Bitscore	Best_Hit_Bitscore	Best_Hit_ARO	Best_Identities	ARO	Model_type	SNPs_in_Best_Hit_ARO	Other_SNPs	Drug Class	Resistance Mechanism	AMR Gene Family	Percentage Length of Reference Sequence	ID	Model_ID	Nudged	Note	Hit_Start	Hit_End	Antibiotic	AST_Source
k141_791_116 # 113990 # 115339 # -1 # ID=500_116;partial=00;start_type=ATG;rbs_motif=AATAA;rbs_spacer=6bp;gc_cont=0.404	k141_791	113990	115339	-	Strict	50	103.2	vanW gene in vanI cluster	34.57	3003724	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	120.38	gnl|BL_ORD_ID|4747|hsp_num:0	2242			603	1083	vancomycin; teicoplanin	
k141_858041_262 # 276553 # 277398 # -1 # ID=839_262;partial=00;start_type=GTG;rbs_motif=ATA;rbs_spacer=14bp;gc_cont=0.478	k141_858041	276553	277398	-	Strict	50	156.4	vanW gene in vanG cluster	33.58	3002965	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	100.00	gnl|BL_ORD_ID|4742|hsp_num:0	1622			27	831	vancomycin	
k141_2303_18 # 16605 # 18443 # -1 # ID=1385_18;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.371	k141_2303	16605	18443	-	Strict	50	120.9	vanW gene in vanI cluster	31.84	3003724	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	164.08	gnl|BL_ORD_ID|4747|hsp_num:0	2242			447	1098	vancomycin; teicoplanin	
k141_859059_2 # 1029 # 4151 # 1 # ID=1481_2;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.565	k141_859059	1029	4151	+	Perfect	1800	1909.0	mdtB	100.0	3000793	protein homolog model	n/a	n/a	aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	gnl|BL_ORD_ID|758|hsp_num:0	820			0	3120	novobiocin	
k141_859059_3 # 4152 # 7229 # 1 # ID=1481_3;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.565	k141_859059	4152	7229	+	Strict	1800	1919.1	mdtC	99.9	3000794	protein homolog model	n/a	n/a	aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	gnl|BL_ORD_ID|1213|hsp_num:0	1315			0	3075	novobiocin	
k141_859059_5 # 8642 # 10045 # 1 # ID=1481_5;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.538	k141_859059	8642	10045	+	Strict	850	923.3	baeS	99.57	3000829	protein homolog model	n/a	n/a	aminoglycoside antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	gnl|BL_ORD_ID|914|hsp_num:0	986			0	1401	novobiocin	
k141_859059_6 # 10042 # 10764 # 1 # ID=1481_6;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.541	k141_859059	10042	10764	+	Perfect	450	485.0	baeR	100.0	3000828	protein homolog model	n/a	n/a	aminoglycoside antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	gnl|BL_ORD_ID|1232|hsp_num:0	1337			0	720	novobiocin	
k141_4070_76 # 68772 # 69647 # 1 # ID=2558_76;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=9bp;gc_cont=0.393	k141_4070	68772	69647	+	Strict	50	71.6	vanY gene in vanA cluster	36.52	3002955	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	96.04	gnl|BL_ORD_ID|4668|hsp_num:0	89			354	663	vancomycin; teicoplanin	
k141_5805_5 # 7034 # 7834 # 1 # ID=3636_5;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.427	k141_5805	7034	7834	+	Strict	50	55.5	vanY gene in vanM cluster	31.58	3002961	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	114.16	gnl|BL_ORD_ID|1674|hsp_num:0	1713			135	471	vancomycin; teicoplanin	
k141_8466_89 # 89310 # 90446 # 1 # ID=5203_89;partial=00;start_type=ATG;rbs_motif=AGxAG;rbs_spacer=5-10bp;gc_cont=0.565	k141_8466	89310	90446	+	Strict	175	214.5	vanT gene in vanG cluster	33.24	3002972	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	53.09	gnl|BL_ORD_ID|1523|hsp_num:0	1561			1029	2106	vancomycin	
