ORF_ID	Contig	Start	Stop	Orientation	Cut_Off	Pass_Bitscore	Best_Hit_Bitscore	Best_Hit_ARO	Best_Identities	ARO	Model_type	SNPs_in_Best_Hit_ARO	Other_SNPs	Drug Class	Resistance Mechanism	AMR Gene Family	Percentage Length of Reference Sequence	ID	Model_ID	Nudged	Note	Hit_Start	Hit_End	Antibiotic	AST_Source
k141_1205_19 # 13605 # 15389 # -1 # ID=568_19;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.385	k141_1205	13605	15389	-	Strict	750	779.6	patB	67.68	3000025	protein homolog model	n/a	n/a	fluoroquinolone antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	101.02	gnl|BL_ORD_ID|1912|hsp_num:0	2112			0	1764	ciprofloxacin; norfloxacin	
k141_1096368_3 # 1525 # 1851 # 1 # ID=817_3;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.627	k141_1096368	1525	1851	+	Strict	75	85.9	qacG	37.86	3007015	protein homolog model	n/a	n/a	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	100.93	gnl|BL_ORD_ID|4662|hsp_num:0	5731			3	312	benzalkonium chloride	
k141_3020_3 # 1047 # 1784 # -1 # ID=1411_3;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.416	k141_3020	1047	1784	-	Strict	50	105.5	vanY gene in vanM cluster	33.51	3002961	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	105.15	gnl|BL_ORD_ID|1674|hsp_num:0	1713			21	540	vancomycin; teicoplanin	
k141_4382_1 # 12 # 704 # -1 # ID=1964_1;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=7bp;gc_cont=0.304	k141_4382	12	704	-	Strict	50	117.1	vanW gene in vanG cluster	35.57	3002965	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	81.85	gnl|BL_ORD_ID|4742|hsp_num:0	1622			126	708	vancomycin	
k141_1101181_8 # 8224 # 9630 # -1 # ID=2708_8;partial=00;start_type=ATG;rbs_motif=AATAA;rbs_spacer=5bp;gc_cont=0.545	k141_1101181	8224	9630	-	Strict	50	67.4	vanW gene in vanI cluster	30.95	3003724	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	125.47	gnl|BL_ORD_ID|4747|hsp_num:0	2242			495	1083	vancomycin; teicoplanin	
k141_6408_2 # 1150 # 2055 # 1 # ID=2900_2;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.426	k141_6408	1150	2055	+	Strict	50	109.4	vanW gene in vanI cluster	43.09	3003724	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	80.70	gnl|BL_ORD_ID|4747|hsp_num:0	2242			615	984	vancomycin; teicoplanin	
k141_7108_3 # 1661 # 4804 # -1 # ID=3199_3;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.444	k141_7108	1661	4804	-	Strict	750	794.7	adeF	42.71	3000777	protein homolog model	n/a	n/a	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	98.87	gnl|BL_ORD_ID|133|hsp_num:0	153			15	3144	tetracycline	
k141_1105319_6 # 3944 # 5863 # 1 # ID=4405_6;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=5bp;gc_cont=0.332	k141_1105319	3944	5863	+	Strict	300	864.4	tet(Q)	67.45	3000191	protein homolog model	n/a	n/a	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	97.26	gnl|BL_ORD_ID|1220|hsp_num:0	1183			48	1965	tetracycline; doxycycline; minocycline; chlortetracycline; demeclocycline; oxytetracycline	
k141_1108115_3 # 1244 # 2320 # 1 # ID=5540_3;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.332	k141_1108115	1244	2320	+	Strict	175	181.8	vanT gene in vanG cluster	32.52	3002972	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	50.28	gnl|BL_ORD_ID|1523|hsp_num:0	1561			1035	2127	vancomycin	
k141_1109469_6 # 5794 # 6945 # -1 # ID=6105_6;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.314	k141_1109469	5794	6945	-	Strict	50	61.2	vanY gene in vanM cluster	29.58	3002961	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	164.38	gnl|BL_ORD_ID|1674|hsp_num:0	1713			120	531	vancomycin; teicoplanin	
k141_1109537_9 # 5924 # 7582 # 1 # ID=6148_9;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.418	k141_1109537	5924	7582	+	Strict	50	92.4	vanY gene in vanB cluster	39.86	3002956	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	205.97	gnl|BL_ORD_ID|603|hsp_num:0	556			381	792	vancomycin	
k141_1116357_2 # 1084 # 1884 # 1 # ID=8893_2;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.493	k141_1116357	1084	1884	+	Perfect	500	548.5	OXA-205	100.0	3001483	protein homolog model	n/a	n/a	carbapenem; cephalosporin; penam	antibiotic inactivation	OXA beta-lactamase	100.00	gnl|BL_ORD_ID|1440|hsp_num:0	1572			0	798	cloxacillin; oxacillin; cefalotin	
k141_20330_8 # 8115 # 11222 # -1 # ID=9072_8;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.321	k141_20330	8115	11222	-	Strict	750	782.3	adeF	40.31	3000777	protein homolog model	n/a	n/a	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	97.73	gnl|BL_ORD_ID|133|hsp_num:0	153			6	3126	tetracycline	
k141_21105_18 # 16524 # 18983 # 1 # ID=9388_18;partial=00;start_type=ATG;rbs_motif=AATAA;rbs_spacer=5bp;gc_cont=0.353	k141_21105	16524	18983	+	Strict	175	219.2	vanT gene in vanG cluster	36.61	3002972	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	115.03	gnl|BL_ORD_ID|1523|hsp_num:0	1561			1038	2118	vancomycin	
k141_21936_3 # 1740 # 2069 # -1 # ID=9699_3;partial=00;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.400	k141_21936	1740	2069	-	Strict	75	83.2	qacJ	37.74	3007014	protein homolog model	n/a	n/a	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	101.87	gnl|BL_ORD_ID|4661|hsp_num:0	5730			0	318	benzalkonium chloride	
k141_1119063_2 # 175 # 1377 # 1 # ID=9944_2;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.638	k141_1119063	175	1377	+	Strict	175	217.6	vanT gene in vanG cluster	35.37	3002972	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	56.18	gnl|BL_ORD_ID|1523|hsp_num:0	1561			1035	2118	vancomycin	
k141_1119166_170 # 154314 # 155249 # 1 # ID=10044_170;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.536	k141_1119166	154314	155249	+	Strict	50	77.4	vanY gene in vanB cluster	33.09	3002956	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	116.04	gnl|BL_ORD_ID|603|hsp_num:0	556			366	768	vancomycin	
k141_1120135_5 # 2963 # 3685 # -1 # ID=10425_5;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.542	k141_1120135	2963	3685	-	Perfect	450	485.0	baeR	100.0	3000828	protein homolog model	n/a	n/a	aminoglycoside antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	gnl|BL_ORD_ID|1232|hsp_num:0	1337			0	720	novobiocin	
k141_1120135_6 # 3682 # 5085 # -1 # ID=10425_6;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.538	k141_1120135	3682	5085	-	Perfect	850	927.9	baeS	100.0	3000829	protein homolog model	n/a	n/a	aminoglycoside antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	gnl|BL_ORD_ID|914|hsp_num:0	986			0	1401	novobiocin	
k141_23979_1 # 1 # 1125 # -1 # ID=10530_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.392	k141_23979	1	1125	-	Strict	300	730.3	tet(Q)	98.4	3000191	protein homolog model	n/a	n/a	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	57.08	gnl|BL_ORD_ID|1220|hsp_num:0	1183			249	1374	tetracycline; doxycycline; minocycline; chlortetracycline; demeclocycline; oxytetracycline	
k141_1122325_2 # 1327 # 3804 # -1 # ID=11248_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.377	k141_1122325	1327	3804	-	Strict	175	195.7	vanT gene in vanG cluster	34.68	3002972	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	115.87	gnl|BL_ORD_ID|1523|hsp_num:0	1561			1038	2127	vancomycin	
k141_28383_5 # 5888 # 8362 # -1 # ID=12670_5;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.486	k141_28383	5888	8362	-	Strict	175	196.1	vanT gene in vanG cluster	35.33	3002972	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	115.73	gnl|BL_ORD_ID|1523|hsp_num:0	1561			1038	2118	vancomycin	
k141_1126209_14 # 13882 # 16347 # 1 # ID=12792_14;partial=00;start_type=ATG;rbs_motif=AAAAA;rbs_spacer=12bp;gc_cont=0.433	k141_1126209	13882	16347	+	Strict	175	206.5	vanT gene in vanG cluster	36.93	3002972	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	115.31	gnl|BL_ORD_ID|1523|hsp_num:0	1561			1038	2127	vancomycin	
k141_30546_2 # 536 # 1360 # 1 # ID=13599_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.407	k141_30546	536	1360	+	Strict	450	533.5	gadX	99.27	3000508	protein homolog model	n/a	n/a	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	gnl|BL_ORD_ID|79|hsp_num:0	91			0	822	erythromycin; cloxacillin; oxacillin; norfloxacin	
k141_30546_5 # 2819 # 5932 # -1 # ID=13599_5;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.531	k141_30546	2819	5932	-	Strict	1850	1941.0	mdtF	99.81	3000796	protein homolog model	n/a	n/a	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	gnl|BL_ORD_ID|104|hsp_num:0	121			0	3111	erythromycin; cloxacillin; oxacillin; norfloxacin	
