ORF_ID	Contig	Start	Stop	Orientation	Cut_Off	Pass_Bitscore	Best_Hit_Bitscore	Best_Hit_ARO	Best_Identities	ARO	Model_type	SNPs_in_Best_Hit_ARO	Other_SNPs	Drug Class	Resistance Mechanism	AMR Gene Family	Percentage Length of Reference Sequence	ID	Model_ID	Nudged	Note	Hit_Start	Hit_End	Antibiotic	AST_Source
k141_1598826_3 # 594 # 1352 # 1 # ID=1277_3;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.404	k141_1598826	594	1352	+	Strict	50	86.7	vanY gene in vanB cluster	42.06	3002956	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	94.03	gnl|BL_ORD_ID|603|hsp_num:0	556			426	789	vancomycin	
k141_4866_2 # 484 # 1713 # -1 # ID=1574_2;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.452	k141_4866	484	1713	-	Strict	50	120.6	vanW gene in vanI cluster	31.73	3003724	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	109.65	gnl|BL_ORD_ID|4747|hsp_num:0	2242			303	1023	vancomycin; teicoplanin	
k141_4933_4 # 2373 # 5501 # -1 # ID=1596_4;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.298	k141_4933	2373	5501	-	Strict	750	813.5	adeF	44.49	3000777	protein homolog model	n/a	n/a	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	98.39	gnl|BL_ORD_ID|133|hsp_num:0	153			9	3126	tetracycline	
k141_9205_2 # 275 # 967 # 1 # ID=2988_2;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=7bp;gc_cont=0.306	k141_9205	275	967	+	Strict	50	117.5	vanW gene in vanG cluster	36.08	3002965	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	81.85	gnl|BL_ORD_ID|4742|hsp_num:0	1622			126	708	vancomycin	
k141_1607333_4 # 3605 # 3937 # -1 # ID=3804_4;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.649	k141_1607333	3605	3937	-	Strict	75	82.8	qacG	36.54	3007015	protein homolog model	n/a	n/a	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	102.80	gnl|BL_ORD_ID|4662|hsp_num:0	5731			6	318	benzalkonium chloride	
k141_1609407_2 # 2053 # 2997 # 1 # ID=4368_2;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.460	k141_1609407	2053	2997	+	Strict	500	622.5	leuO	99.04	3003843	protein homolog model	n/a	n/a	nucleoside antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	gnl|BL_ORD_ID|4927|hsp_num:0	5921			0	942	acriflavine; puromycin	
k141_1611574_4 # 1778 # 2110 # -1 # ID=4991_4;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.532	k141_1611574	1778	2110	-	Strict	75	80.9	qacJ	36.54	3007014	protein homolog model	n/a	n/a	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	102.80	gnl|BL_ORD_ID|4661|hsp_num:0	5730			6	318	benzalkonium chloride	
k141_1611721_1 # 3 # 476 # 1 # ID=5023_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.338	k141_1611721	3	476	+	Strict	50	90.1	vanY gene in vanF cluster	35.29	3002958	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	53.58	gnl|BL_ORD_ID|1809|hsp_num:0	1899			279	705	vancomycin	
k141_19737_1 # 2 # 658 # 1 # ID=6542_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.396	k141_19737	2	658	+	Strict	50	235.7	vanY gene in vanB cluster	53.92	3002956	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	81.34	gnl|BL_ORD_ID|603|hsp_num:0	556			192	804	vancomycin	
k141_24511_13 # 8853 # 10004 # -1 # ID=8113_13;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.355	k141_24511	8853	10004	-	Strict	200	273.1	vanT gene in vanE cluster	39.41	3002971	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	54.56	gnl|BL_ORD_ID|4681|hsp_num:0	1308			1020	2091	vancomycin	
k141_24511_14 # 9998 # 11053 # -1 # ID=8113_14;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.345	k141_24511	9998	11053	-	Strict	250	298.5	vanG	42.45	3002909	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; Van ligase	100.57	gnl|BL_ORD_ID|1070|hsp_num:0	1157			0	1047	vancomycin	
k141_1628662_33 # 26248 # 27072 # -1 # ID=9986_33;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.407	k141_1628662	26248	27072	-	Strict	50	81.6	vanY gene in vanM cluster	30.41	3002961	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	117.60	gnl|BL_ORD_ID|1674|hsp_num:0	1713			18	543	vancomycin; teicoplanin	
k141_1629760_6 # 4945 # 5448 # 1 # ID=10286_6;partial=01;start_type=ATG;rbs_motif=4Base/6BMM;rbs_spacer=13-15bp;gc_cont=0.427	k141_1629760	4945	5448	+	Strict	50	59.7	vanY gene in vanB cluster	33.67	3002956	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	62.69	gnl|BL_ORD_ID|603|hsp_num:0	556			216	504	vancomycin	
