ORF_ID	Contig	Start	Stop	Orientation	Cut_Off	Pass_Bitscore	Best_Hit_Bitscore	Best_Hit_ARO	Best_Identities	ARO	Model_type	SNPs_in_Best_Hit_ARO	Other_SNPs	Drug Class	Resistance Mechanism	AMR Gene Family	Percentage Length of Reference Sequence	ID	Model_ID	Nudged	Note	Hit_Start	Hit_End	Antibiotic	AST_Source
k141_368011_1 # 398 # 1132 # 1 # ID=66_1;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.253	k141_368011	398	1132	+	Strict	400	481.9	ErmT	99.18	3000595	protein homolog model	n/a	n/a	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase	100.00	gnl|BL_ORD_ID|1171|hsp_num:0	1275			0	732	erythromycin; roxithromycin; lincomycin; telithromycin; clarithromycin; clindamycin; tylosin; spiramycin; azithromycin; dirithromycin; pristinamycin IA; quinupristin; virginiamycin M1; madumycin II; griseoviridin; dalfopristin; pristinamycin IB; virginiamycin S2; pristinamycin IC; vernamycin C; patricin A; patricin B; ostreogrycin B3; oleandomycin	
k141_157907_2 # 201 # 1298 # -1 # ID=243_2;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.534	k141_157907	201	1298	-	Strict	175	210.3	vanT gene in vanG cluster	35.1	3002972	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	51.26	gnl|BL_ORD_ID|1523|hsp_num:0	1561			1065	2118	vancomycin	
k141_52745_1 # 655 # 1881 # -1 # ID=269_1;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.500	k141_52745	655	1881	-	Perfect	700	800.8	EreA2	100.0	3002826	protein homolog model	n/a	n/a	macrolide antibiotic	antibiotic inactivation	macrolide esterase	100.00	gnl|BL_ORD_ID|1398|hsp_num:0	1518			0	1224	erythromycin	
k141_210769_1 # 3 # 908 # 1 # ID=654_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.321	k141_210769	3	908	+	Strict	50	61.2	vanY gene in vanM cluster	29.58	3002961	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	129.18	gnl|BL_ORD_ID|1674|hsp_num:0	1713			120	531	vancomycin; teicoplanin	
k141_53133_1 # 378 # 713 # 1 # ID=867_1;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.568	k141_53133	378	713	+	Strict	75	89.7	qacG	42.31	3007015	protein homolog model	n/a	n/a	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	103.74	gnl|BL_ORD_ID|4662|hsp_num:0	5731			6	318	benzalkonium chloride	
k141_53277_2 # 831 # 1523 # -1 # ID=1107_2;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=7bp;gc_cont=0.310	k141_53277	831	1523	-	Strict	50	119.4	vanW gene in vanG cluster	37.02	3002965	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	81.85	gnl|BL_ORD_ID|4742|hsp_num:0	1622			126	669	vancomycin	
k141_211420_1 # 72 # 1172 # 1 # ID=1612_1;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.553	k141_211420	72	1172	+	Strict	175	180.3	vanT gene in vanG cluster	33.33	3002972	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	51.40	gnl|BL_ORD_ID|1523|hsp_num:0	1561			1032	2097	vancomycin	
k141_106213_2 # 579 # 1238 # 1 # ID=1643_2;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.352	k141_106213	579	1238	+	Perfect	400	468.0	catQ	100.0	3002687	protein homolog model	n/a	n/a	phenicol antibiotic	antibiotic inactivation	chloramphenicol acetyltransferase (CAT)	100.00	gnl|BL_ORD_ID|1498|hsp_num:0	1633			0	657	azidamfenicol; chloramphenicol; thiamphenicol	
k141_158787_1 # 1 # 1251 # 1 # ID=1644_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.571	k141_158787	1	1251	+	Strict	50	114.4	vanW gene in vanI cluster	36.21	3003724	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	111.53	gnl|BL_ORD_ID|4747|hsp_num:0	2242			399	1038	vancomycin; teicoplanin	
k141_263870_1 # 832 # 1998 # -1 # ID=2138_1;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.375	k141_263870	832	1998	-	Strict	750	785.0	tet(X)	99.48	3000205	protein homolog model	n/a	n/a	glycylcycline; tetracycline antibiotic	antibiotic inactivation	tetracycline inactivation enzyme	100.00	gnl|BL_ORD_ID|764|hsp_num:0	776			0	1164	tigecycline; tetracycline; doxycycline; minocycline; chlortetracycline; demeclocycline; oxytetracycline	
k141_159184_4 # 3169 # 3924 # 1 # ID=2240_4;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.458	k141_159184	3169	3924	+	Strict	50	89.4	vanY gene in vanG cluster	38.41	3002959	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	89.96	gnl|BL_ORD_ID|4731|hsp_num:0	298			417	813	vancomycin	
k141_159350_3 # 1265 # 1594 # 1 # ID=2452_3;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.436	k141_159350	1265	1594	+	Strict	75	101.3	qacG	45.28	3007015	protein homolog model	n/a	n/a	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	101.87	gnl|BL_ORD_ID|4662|hsp_num:0	5731			0	318	benzalkonium chloride	
