ORF_ID	Contig	Start	Stop	Orientation	Cut_Off	Pass_Bitscore	Best_Hit_Bitscore	Best_Hit_ARO	Best_Identities	ARO	Model_type	SNPs_in_Best_Hit_ARO	Other_SNPs	Drug Class	Resistance Mechanism	AMR Gene Family	Percentage Length of Reference Sequence	ID	Model_ID	Nudged	Note	Hit_Start	Hit_End	Antibiotic	AST_Source
k141_1807050_5 # 3191 # 5554 # 1 # ID=1529_5;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.630	k141_1807050	3191	5554	+	Strict	750	992.3	adeF	68.28	3000777	protein homolog model	n/a	n/a	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	74.32	gnl|BL_ORD_ID|133|hsp_num:0	153			0	2292	tetracycline	
k141_5659_4 # 1390 # 2652 # 1 # ID=2069_4;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.345	k141_5659	1390	2652	+	Strict	50	66.2	vanY gene in vanB cluster	27.74	3002956	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	156.72	gnl|BL_ORD_ID|603|hsp_num:0	556			282	735	vancomycin	
k141_10564_10 # 10091 # 12085 # 1 # ID=3633_10;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.369	k141_10564	10091	12085	+	Perfect	1320	1270.0	lmrD	100.0	3002882	protein homolog model	n/a	n/a	lincosamide antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	100.00	gnl|BL_ORD_ID|1489|hsp_num:0	1624			0	1992		
k141_13871_1 # 2 # 421 # -1 # ID=4687_1;partial=10;start_type=ATG;rbs_motif=TAAAA;rbs_spacer=3bp;gc_cont=0.348	k141_13871	2	421	-	Strict	50	94.0	vanY gene in vanG cluster	54.35	3002959	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	50.18	gnl|BL_ORD_ID|4731|hsp_num:0	298			279	555	vancomycin	
k141_14057_1 # 49 # 1524 # 1 # ID=4740_1;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.400	k141_14057	49	1524	+	Perfect	950	941.4	msrE	100.0	3003109	protein homolog model	n/a	n/a	macrolide antibiotic; streptogramin antibiotic	antibiotic target protection	msr-type ABC-F protein	100.00	gnl|BL_ORD_ID|28|hsp_num:0	33			0	1473	erythromycin	
k141_14057_2 # 1580 # 2464 # 1 # ID=4740_2;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.365	k141_14057	1580	2464	+	Perfect	500	587.8	mphE	100.0	3003741	protein homolog model	n/a	n/a	macrolide antibiotic	antibiotic inactivation	macrolide phosphotransferase (MPH)	100.00	gnl|BL_ORD_ID|2688|hsp_num:0	2614			0	882	erythromycin	
k141_1819722_4 # 3841 # 6381 # -1 # ID=5783_4;partial=00;start_type=ATG;rbs_motif=AAAAA;rbs_spacer=11bp;gc_cont=0.457	k141_1819722	3841	6381	-	Strict	175	195.3	vanT gene in vanG cluster	34.69	3002972	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	118.82	gnl|BL_ORD_ID|1523|hsp_num:0	1561			1038	2118	vancomycin	
k141_17691_3 # 747 # 1076 # 1 # ID=6002_3;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.542	k141_17691	747	1076	+	Strict	75	86.3	qacJ	36.89	3007014	protein homolog model	n/a	n/a	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	101.87	gnl|BL_ORD_ID|4661|hsp_num:0	5730			6	315	benzalkonium chloride	
k141_1820468_14 # 13801 # 14964 # 1 # ID=6035_14;partial=00;start_type=ATG;rbs_motif=AGxAG;rbs_spacer=5-10bp;gc_cont=0.341	k141_1820468	13801	14964	+	Strict	175	240.4	vanT gene in vanG cluster	34.96	3002972	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	54.35	gnl|BL_ORD_ID|1523|hsp_num:0	1561			1029	2118	vancomycin	
k141_20088_2 # 1163 # 3640 # -1 # ID=6796_2;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=11bp;gc_cont=0.506	k141_20088	1163	3640	-	Strict	175	193.4	vanT gene in vanG cluster	34.96	3002972	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	115.87	gnl|BL_ORD_ID|1523|hsp_num:0	1561			1038	2118	vancomycin	
k141_1823379_3 # 869 # 2512 # -1 # ID=7003_3;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.555	k141_1823379	869	2512	-	Perfect	1000	1094.3	MCR-5.1	100.0	3004332	protein homolog model	n/a	n/a	peptide antibiotic	antibiotic target alteration	MCR phosphoethanolamine transferase	100.00	gnl|BL_ORD_ID|4719|hsp_num:0	2849			0	1641	colistin A; colistin B	
k141_1823696_1 # 286 # 1065 # -1 # ID=7101_1;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=12bp;gc_cont=0.333	k141_1823696	286	1065	-	Strict	500	508.8	APH(3')-VIa	98.46	3002652	protein homolog model	n/a	n/a	aminoglycoside antibiotic	antibiotic inactivation	APH(3')	100.00	gnl|BL_ORD_ID|1026|hsp_num:0	1121			0	777	neomycin; amikacin; ribostamycin; butirosin; kanamycin A; isepamicin; gentamicin B; paromomycin; gentamicin	
k141_1824229_5 # 2691 # 3896 # -1 # ID=7265_5;partial=00;start_type=ATG;rbs_motif=AAA;rbs_spacer=10bp;gc_cont=0.413	k141_1824229	2691	3896	-	Strict	700	762.7	Mef(En2)	99.5	3004659	protein homolog model	n/a	n/a	macrolide antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	gnl|BL_ORD_ID|2201|hsp_num:0	3359			0	1203		
k141_23347_1 # 2 # 178 # 1 # ID=7865_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.384	k141_23347	2	178	+	Strict	50	92.4	vanY gene in vanG cluster	70.91	3002959	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	20.79	gnl|BL_ORD_ID|4731|hsp_num:0	298			654	819	vancomycin	
k141_1826334_10 # 11141 # 12286 # -1 # ID=7939_10;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.448	k141_1826334	11141	12286	-	Strict	175	216.9	vanT gene in vanG cluster	34.6	3002972	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	53.51	gnl|BL_ORD_ID|1523|hsp_num:0	1561			1044	2046	vancomycin	
k141_23610_59 # 63385 # 64695 # -1 # ID=7957_59;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.405	k141_23610	63385	64695	-	Strict	700	740.7	Acinetobacter baumannii AbaF	86.32	3004573	protein homolog model	n/a	n/a	phosphonic acid antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	101.63	gnl|BL_ORD_ID|2717|hsp_num:0	3277			12	1284	fosfomycin	
k141_1826630_2 # 1734 # 2621 # -1 # ID=8039_2;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.529	k141_1826630	1734	2621	-	Perfect	575	572.8	SFO-1	100.0	3006986	protein homolog model	n/a	n/a	carbapenem	antibiotic inactivation	SFO beta-lactamase	100.00	gnl|BL_ORD_ID|4574|hsp_num:0	5643			0	885		
k141_1827299_2 # 253 # 1074 # 1 # ID=8237_2;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.614	k141_1827299	253	1074	+	Strict	50	129.0	vanW gene in vanB cluster	35.53	3002964	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	99.27	gnl|BL_ORD_ID|4679|hsp_num:0	1036			54	645	vancomycin	
k141_29813_1 # 44 # 379 # 1 # ID=10154_1;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.560	k141_29813	44	379	+	Strict	75	89.4	qacG	42.31	3007015	protein homolog model	n/a	n/a	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	103.74	gnl|BL_ORD_ID|4662|hsp_num:0	5731			6	318	benzalkonium chloride	
k141_30975_2 # 716 # 1045 # 1 # ID=10568_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.694	k141_30975	716	1045	+	Strict	75	77.8	qacJ	36.79	3007014	protein homolog model	n/a	n/a	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	101.87	gnl|BL_ORD_ID|4661|hsp_num:0	5730			0	318	benzalkonium chloride	
k141_30975_3 # 1073 # 1405 # 1 # ID=10568_3;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.685	k141_30975	1073	1405	+	Strict	75	83.2	qacG	37.74	3007015	protein homolog model	n/a	n/a	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	102.80	gnl|BL_ORD_ID|4662|hsp_num:0	5731			0	318	benzalkonium chloride	
k141_1835946_4 # 2399 # 3511 # -1 # ID=11059_4;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.575	k141_1835946	2399	3511	-	Strict	50	76.3	vanW gene in vanI cluster	27.59	3003724	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	99.20	gnl|BL_ORD_ID|4747|hsp_num:0	2242			360	1044	vancomycin; teicoplanin	
k141_33597_8 # 8177 # 10636 # 1 # ID=11457_8;partial=00;start_type=ATG;rbs_motif=AATAA;rbs_spacer=5bp;gc_cont=0.353	k141_33597	8177	10636	+	Strict	175	219.2	vanT gene in vanG cluster	36.61	3002972	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	115.03	gnl|BL_ORD_ID|1523|hsp_num:0	1561			1038	2118	vancomycin	
k141_1842921_6 # 3914 # 4615 # -1 # ID=13147_6;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.632	k141_1842921	3914	4615	-	Strict	50	61.6	vanY gene in vanB cluster	32.61	3002956	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	86.94	gnl|BL_ORD_ID|603|hsp_num:0	556			390	723	vancomycin	
k141_1842970_2 # 732 # 1457 # 1 # ID=13167_2;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.744	k141_1842970	732	1457	+	Strict	50	81.6	vanY gene in vanF cluster	35.42	3002958	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	82.25	gnl|BL_ORD_ID|1809|hsp_num:0	1899			312	708	vancomycin	
