ORF_ID	Contig	Start	Stop	Orientation	Cut_Off	Pass_Bitscore	Best_Hit_Bitscore	Best_Hit_ARO	Best_Identities	ARO	Model_type	SNPs_in_Best_Hit_ARO	Other_SNPs	Drug Class	Resistance Mechanism	AMR Gene Family	Percentage Length of Reference Sequence	ID	Model_ID	Nudged	Note	Hit_Start	Hit_End	Antibiotic	AST_Source
k141_790406_1 # 12 # 1178 # 1 # ID=165_1;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.374	k141_790406	12	1178	+	Strict	750	785.0	tet(X)	99.48	3000205	protein homolog model	n/a	n/a	glycylcycline; tetracycline antibiotic	antibiotic inactivation	tetracycline inactivation enzyme	100.00	gnl|BL_ORD_ID|764|hsp_num:0	776			0	1164	tigecycline; tetracycline; doxycycline; minocycline; chlortetracycline; demeclocycline; oxytetracycline	
k141_790997_304 # 347602 # 348966 # 1 # ID=660_304;partial=00;start_type=TTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.356	k141_790997	347602	348966	+	Strict	50	141.0	vanW gene in vanI cluster	30.41	3003724	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	121.72	gnl|BL_ORD_ID|4747|hsp_num:0	2242			24	1074	vancomycin; teicoplanin	
k141_790997_355 # 392917 # 393408 # 1 # ID=660_355;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.364	k141_790997	392917	393408	+	Strict	150	170.6	nimG	53.37	3007109	protein homolog model	n/a	n/a	nitroimidazole antibiotic	antibiotic inactivation	nitroimidazole reductase	99.39	gnl|BL_ORD_ID|4787|hsp_num:0	5782			0	483	metronidazole	
k141_792151_2 # 1054 # 4203 # -1 # ID=1261_2;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.633	k141_792151	1054	4203	-	Strict	750	794.7	adeF	44.08	3000777	protein homolog model	n/a	n/a	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	99.06	gnl|BL_ORD_ID|133|hsp_num:0	153			6	3126	tetracycline	
k141_3691_2 # 775 # 1569 # 1 # ID=1835_2;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.639	k141_3691	775	1569	+	Strict	500	537.3	OXA-504	98.86	3005734	protein homolog model	n/a	n/a	carbapenem; cephalosporin; penam	antibiotic inactivation	OXA beta-lactamase	100.00	gnl|BL_ORD_ID|3770|hsp_num:0	4839			0	792	cloxacillin; oxacillin; cefalotin	
k141_3971_8 # 6166 # 7023 # -1 # ID=2003_8;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.339	k141_3971	6166	7023	-	Strict	50	77.8	vanY gene in vanM cluster	40.0	3002961	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	122.32	gnl|BL_ORD_ID|1674|hsp_num:0	1713			171	480	vancomycin; teicoplanin	
k141_5423_35 # 36644 # 39784 # -1 # ID=2800_35;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.654	k141_5423	36644	39784	-	Strict	750	819.3	adeF	44.48	3000777	protein homolog model	n/a	n/a	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	98.77	gnl|BL_ORD_ID|133|hsp_num:0	153			6	3120	tetracycline	
k141_795783_4 # 2220 # 3458 # 1 # ID=3099_4;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.429	k141_795783	2220	3458	+	Strict	175	225.7	vanT gene in vanG cluster	35.75	3002972	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	57.87	gnl|BL_ORD_ID|1523|hsp_num:0	1561			1029	2106	vancomycin	
k141_6514_52 # 40980 # 42164 # 1 # ID=3397_52;partial=00;start_type=ATG;rbs_motif=TAAAAA;rbs_spacer=15bp;gc_cont=0.365	k141_6514	40980	42164	+	Strict	175	183.7	vanT gene in vanG cluster	30.97	3002972	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	55.34	gnl|BL_ORD_ID|1523|hsp_num:0	1561			1029	2133	vancomycin	
k141_797439_12 # 8250 # 9080 # 1 # ID=3909_12;partial=01;start_type=ATG;rbs_motif=ATA;rbs_spacer=7bp;gc_cont=0.487	k141_797439	8250	9080	+	Strict	50	71.2	vanY gene in vanB cluster	34.27	3002956	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	103.36	gnl|BL_ORD_ID|603|hsp_num:0	556			312	726	vancomycin	
k141_8065_2 # 994 # 2157 # -1 # ID=4165_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.420	k141_8065	994	2157	-	Strict	50	96.3	vanW gene in vanI cluster	30.85	3003724	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	103.75	gnl|BL_ORD_ID|4747|hsp_num:0	2242			543	1119	vancomycin; teicoplanin	
k141_9036_8 # 6617 # 7903 # -1 # ID=4666_8;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.588	k141_9036	6617	7903	-	Strict	50	125.2	vanW gene in vanI cluster	31.2	3003724	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	114.75	gnl|BL_ORD_ID|4747|hsp_num:0	2242			363	1083	vancomycin; teicoplanin	
k141_9815_19 # 15297 # 16136 # 1 # ID=5110_19;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=3-4bp;gc_cont=0.510	k141_9815	15297	16136	+	Strict	500	528.1	OXA-9	93.43	3001404	protein homolog model	n/a	n/a	carbapenem; cephalosporin; penam	antibiotic inactivation	OXA beta-lactamase	101.82	gnl|BL_ORD_ID|220|hsp_num:0	243			0	822	cloxacillin; oxacillin; cefalotin	
k141_12523_2 # 342 # 1535 # -1 # ID=6490_2;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.538	k141_12523	342	1535	-	Perfect	670	751.1	Escherichia coli acrA	100.0	3004043	protein homolog model	n/a	n/a	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	gnl|BL_ORD_ID|2322|hsp_num:0	2661			0	1191	tigecycline; tetracycline; rifampin; chloramphenicol; ampicillin; cefalotin; triclosan	
k141_12602_2 # 548 # 1687 # -1 # ID=6526_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.500	k141_12602	548	1687	-	Strict	175	212.2	vanT gene in vanG cluster	35.97	3002972	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	53.23	gnl|BL_ORD_ID|1523|hsp_num:0	1561			1032	2118	vancomycin	
k141_13027_4 # 2108 # 4027 # 1 # ID=6761_4;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=5bp;gc_cont=0.332	k141_13027	2108	4027	+	Strict	300	864.4	tet(Q)	67.45	3000191	protein homolog model	n/a	n/a	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	97.26	gnl|BL_ORD_ID|1220|hsp_num:0	1183			48	1965	tetracycline; doxycycline; minocycline; chlortetracycline; demeclocycline; oxytetracycline	
k141_804505_9 # 8235 # 10034 # 1 # ID=7458_9;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.591	k141_804505	8235	10034	+	Strict	50	75.9	vanW gene in vanI cluster	32.21	3003724	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	160.59	gnl|BL_ORD_ID|4747|hsp_num:0	2242			603	1047	vancomycin; teicoplanin	
k141_15202_1 # 1 # 558 # 1 # ID=7832_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.405	k141_15202	1	558	+	Strict	50	56.6	vanY gene in vanM cluster	33.82	3002961	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	79.40	gnl|BL_ORD_ID|1674|hsp_num:0	1713			129	474	vancomycin; teicoplanin	
k141_806257_2 # 963 # 1787 # 1 # ID=8418_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.259	k141_806257	963	1787	+	Perfect	500	551.6	OXA-347	100.0	3001777	protein homolog model	n/a	n/a	carbapenem; cephalosporin; penam	antibiotic inactivation	OXA beta-lactamase	100.00	gnl|BL_ORD_ID|638|hsp_num:0	690			0	822	cloxacillin; oxacillin; cefalotin	
k141_17570_14 # 8422 # 11580 # -1 # ID=9112_14;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.635	k141_17570	8422	11580	-	Strict	750	753.1	adeF	43.71	3000777	protein homolog model	n/a	n/a	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	99.34	gnl|BL_ORD_ID|133|hsp_num:0	153			6	3126	tetracycline	
